cite_key,year,type,title,journal,doi,tier,decision,matched_surrogate_terms,matched_ml_terms,matched_opt_terms,matched_esm_terms,matched_proxy_hints,matched_noise_terms,oa_status,oa_pdf_url,cited_by_count,referenced_works_count,primary_topic,oa_full_text_available,read_priority
Quillet2023276,2023,ARTICLE,Impact of OEI requirement on parallel hybrid electric turboprop regional aircraft optimization,Aircraft Engineering and Aerospace Technology,10.1108/AEAT-02-2022-0051,A,accept,metamodel,,optimization; optimisation,power system; electric power system,,,closed,,3,14,Advanced Aircraft Design and Technologies,0,low
Zhu2024577,2024,ARTICLE,An Image Fingerprint and Attention Mechanism Based Load Estimation Algorithm for Electric Power System,CMES - Computer Modeling in Engineering and Sciences,10.32604/cmes.2023.043307,out,reject,,neural network; deep learning; machine learning; support vector; learning-based; convolutional neural,,power system; electric power system,,,,,,,,,
Lin202452,2024,ARTICLE,Data-Driven Surrogate-Assisted Method for High-Dimensional Multi-Area Combined Economic/Emission Dispatch,Journal of Modern Power Systems and Clean Energy,10.35833/MPCE.2023.000128,A,accept,surrogate; surrogate-assisted,neural network; deep learning,optimization; dispatch; scheduling; multi-objective; pareto,power system,replace; surrogate,,diamond,https://ieeexplore.ieee.org/ielx7/8685265/10414055/10250161.pdf,4,50,Integrated Energy Systems Optimization,1,low
Haouraji2024253,2024,ARTICLE,Evolution of LPG Demand Using Machine Learning Planning Models: An Application in the Case of Morocco,Lecture Notes in Networks and Systems,10.1007/978-3-031-54288-6_24,out,reject,,neural network; machine learning; support vector,energy planning,energy planning,,,,,,,,,
Cherif2024,2024,CONFERENCE,Metamodel-based on meta-heuristic design optimization of renewable energy microgrid,"2024 International Conference on Connected Innovation and Technology, ICCITX 2024",10.1109/ICCITX61791.2024.11070430,A,accept,metamodel; meta-model; meta model; metamodeling,,optimization; optimisation; multi-objective,microgrid; renewable energy,computation time,,closed,,,13,Distributed and Parallel Computing Systems,0,low
Ahmed2023,2023,CONFERENCE,Comparison of Memory-less and Memory-based Models for Short-Term Solar Irradiance Forecasting,IMTIC 2023 - 7th International Multi-Topic ICT Conference 2023: AI Convergence towards Sustainable Communications,10.1109/IMTIC58887.2023.10178627,out,reject,,random forest; lstm,dispatch; economic dispatch,power system; economic dispatch; renewable energy,,,,,,,,,
Li2023,2023,CONFERENCE,Learning to Optimize Distributed Optimization: ADMM-based DC-OPF Case Study,IEEE Power and Energy Society General Meeting,10.1109/PESGM52003.2023.10253438,A,accept,learning to optimize,neural network; machine learning,optimization; optimal power flow,energy system; optimal power flow,accelerate,,closed,,7,21,VLSI and FPGA Design Techniques,0,low
Wang202450287,2024,ARTICLE,Diagnosing Fault Types and Degrees of Transformer Winding Combining FRA Method With SOA-KELM,IEEE Access,10.1109/ACCESS.2024.3385229,out,reject,,machine learning; random forest; support vector,optimization; optimisation,power system; power grid,,fault detection; transformer fault,,,,,,,
Klute20231276,2023,CONFERENCE,Improving Computation Time for Optimization Runs of Modelica-based Energy Systems,"36th International Conference on Efficiency, Cost, Optimization, Simulation and Environmental Impact of Energy Systems, ECOS 2023",10.52202/069564-0116,A,accept,surrogate; metamodel; meta-model; meta model; metamodeling,,optimization,energy system,approximation; computation time; surrogate,,gold,https://www.proceedings.com/content/069/069564-0116open.pdf,,,Modeling and Simulation Systems,1,low
Chandrasekharan20231007,2023,ARTICLE,A Novel Opposition-Based Border Collie Optimization Approach for Fault Detection in Solar Photovoltaic Array,Distributed Generation and Alternative Energy Journal,10.13052/dgaej2156-3306.38313,out,reject,,machine learning; random forest; support vector,optimization; optimisation,power system; electric power system,,fault detection; fault classification,,,,,,,
Rahimi-Esbo2024,2024,ARTICLE,Performance investigation of a standalone renewable energy system using response surface methodology (RSM): 4E analysis and multi-objective optimization,Energy Conversion and Management,10.1016/j.enconman.2023.117752,A,accept,response surface; response surface methodology,,optimization; multi-objective,energy system; renewable energy,,,closed,,46,65,Hybrid Renewable Energy Systems,0,medium
Bosupally2023299,2023,ARTICLE,Congestion Management of Power Systems by Optimal Allocation of FACTS devices using Hybrid Techniques,International Journal of Electrical and Electronics Research,10.37391/IJEER.110208,A,accept,radial basis function,,optimization,power system,,,hybrid,https://ijeer.forexjournal.co.in/papers-pdf/ijeer-110208.pdf,3,23,Power System Optimization and Stability,1,low
Janjua2024,2024,CONFERENCE,Predictive Analytics and Machine Learning for Electricity Consumption Resilience in Wholesale Power Markets,"2nd International Conference on Cyber Resilience, ICCR 2024",10.1109/ICCR61006.2024.10533004,out,reject,,neural network; machine learning; random forest; gradient boosting; xgboost,optimization,power system; power grid,,load forecasting,,,,,,,
Bodini2023607,2023,ARTICLE,Long-term uncertainty quantification in WRF-modeled offshore wind resource off the US Atlantic coast,Wind Energy Science,10.5194/wes-8-607-2023,out,reject,,random forest,energy planning,renewable energy; energy planning,,,,,,,,,
Xie2023,2023,ARTICLE,Reducing the Energy Consumption of sEMG-Based Gesture Recognition at the Edge Using Transformers and Dynamic Inference,Sensors,10.3390/s23042065,out,reject,,neural network; deep learning; random forest; convolutional neural; transformer model,optimization,power system,,,,,,,,,
Lin2023,2023,ARTICLE,A fast data-driven optimization method of multi-area combined economic emission dispatch,Applied Energy,10.1016/j.apenergy.2023.120884,A,accept,surrogate; surrogate-assisted,support vector,optimization; dispatch; scheduling,power system; electric power system; power grid,replace; surrogate,,closed,,22,46,Electric Power System Optimization,0,medium
Wang20231014,2023,ARTICLE,Probabilistic load margin assessment considering forecast error of wind power generation,Energy Reports,10.1016/j.egyr.2023.05.143,A,accept,surrogate; polynomial chaos,,,power system,accelerate; surrogate,,gold,,5,19,Energy Load and Power Forecasting,0,low
Yu20242024,2024,CONFERENCE,Short-term Load Forecasting of Power System Based on Weighted Improved Adaptive Neuro-Fuzzy Inference System and Random Forest,"2024 IEEE 2nd International Conference on Power Science and Technology, ICPST 2024",10.1109/ICPST61417.2024.10601995,out,reject,,neural network; random forest,optimization; dispatch; economic dispatch,power system; economic dispatch,,load forecasting,,,,,,,
Kilwein2023,2023,ARTICLE,Optimization with Neural Network Feasibility Surrogates: Formulations and Application to Security-Constrained Optimal Power Flow,Energies,10.3390/en16165913,A,accept,surrogate,neural network; machine learning,optimization; optimisation; optimal power flow; stochastic programming,optimal power flow,surrogate,,gold,https://www.mdpi.com/1996-1073/16/16/5913/pdf?version=1691658920,4,46,Adversarial Robustness in Machine Learning,1,low
Assareh2023,2023,ARTICLE,"Optimization of a trigeneration cooling, heating, and power system with low-temperature waste heat from 4E points of view",Energy,10.1016/j.energy.2023.128675,A,accept,response surface; response surface methodology,,optimization; optimisation,power system,,,green,,7,46,Thermodynamic and Exergetic Analyses of Power and Cooling Systems,0,low
Hu2023,2023,ARTICLE,Polynomial surface-fitting evaluation of new energy maximum power generation capacity based on random forest association analysis and support vector regression,Frontiers in Energy Research,10.3389/fenrg.2023.1323559,out,reject,,random forest; support vector,optimization; optimisation,power system,,,,,,,,,
2023,2023,ARTICLE,"36th International Conference on Industrial, Engineering and Other Applications of Applied Intelligent Systems, IEA/AIE 2023",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,out,reject,,machine learning; random forest,scheduling,smart grid,,,,,,,,,
Lin2023,2023,ARTICLE,A Deep Reinforcement Learning Method for Economic Power Dispatch of Microgrid in OPAL-RT Environment,Technologies,10.3390/technologies11040096,out,reject,,lstm,optimization; dispatch,microgrid,,,,,,,,,
Gasse202375,2023,CONFERENCE,MOEA/D with Adaptive Mutation Operator Based on Walsh Decomposition: Application to Nuclear Reactor Control Optimization,International Joint Conference on Computational Intelligence,10.5220/0012177200003595,A,accept,surrogate,,optimization; unit commitment; pareto,unit commitment,approximation; surrogate,,gold,https://ulco.hal.science/hal-04202210v1/document,,,Nuclear reactor physics and engineering,1,low
Khayambashi202453,2024,ARTICLE,HYBRID CHANCE-CONSTRAINED OPTIMAL POWER FLOW UNDER LOAD AND RENEWABLE GENERATION UNCERTAINTY USING ENHANCED MULTI-FIDELITY GRAPH NEURAL NETWORKS,Journal of Machine Learning for Modeling and Computing,10.1615/JMachLearnModelComput.2024054885,A,accept,surrogate,neural network; graph neural,optimization; optimal power flow,power system; optimal power flow; renewable energy,surrogate,,closed,,10,71,Energy Load and Power Forecasting,0,medium
Li2023,2023,ARTICLE,Physics-model-free heat-electricity energy management of multiple microgrids based on surrogate model-enabled multi-agent deep reinforcement learning,Applied Energy,10.1016/j.apenergy.2023.121359,A,accept,surrogate; gaussian process,deep learning,optimization,microgrid; combined heat and power,surrogate,,green,https://vbn.aau.dk/ws/files/773741828/Physics-model-free_heat-electricity_energy_management_of_multiple_microgrids_based_on_surrogate_model-enabled_multi-agent_deep_reinforcement_learning.pdf,22,57,Microgrid Control and Optimization,1,medium
Ali2023,2023,CONFERENCE,Frequency Stability Enhancement in Low-Inertia Power System Using an Optimal Control Scheme,"Proceedings - 2023 IEEE International Conference on Environment and Electrical Engineering and 2023 IEEE Industrial and Commercial Power Systems Europe, EEEIC / I and CPS Europe 2023",10.1109/EEEIC/ICPSEurope57605.2023.10194829,out,reject,,,optimization,power system; electric power system; microgrid; renewable energy,replace,,,,,,,,
Olusanya2024,2024,ARTICLE,"Review on Predictive Model for Forecast of Renewable Energy Output: A Case Study of National Orthopedic Hospital, Igbobi","IEEE International Conference on Emerging and Sustainable Technologies for Power and ICT in a Developing Society, NIGERCON",10.1109/NIGERCON62786.2024.10927082,out,reject,,neural network; machine learning; support vector,energy planning,energy system; renewable energy; energy planning,,,,,,,,,
Yang2023,2023,ARTICLE,The Performance of Electronic Current Transformer Fault Diagnosis Model: Using an Improved Whale Optimization Algorithm and RBF Neural Network,Electronics (Switzerland),10.3390/electronics12041066,A,accept,radial basis function,neural network,optimization,smart grid,,fault diagnosis; transformer fault,gold,https://www.mdpi.com/2079-9292/12/4/1066/pdf?version=1677029671,29,36,Power Transformer Diagnostics and Insulation,1,medium
Amini2024,2024,CONFERENCE,Voltage Harmonics Reduction in WRSGs: A Multi-Objective Approach Using Surrogate Modeling with Enhanced Damping,"2024 4th International Conference on Electrical Machines and Drives, ICEMD 2024",10.1109/ICEMD64575.2024.10963449,A,accept,surrogate,,optimization; multi-objective,power system,surrogate,,closed,,3,16,Electric Motor Design and Analysis,0,low
Suhail Hussain20233554,2023,ARTICLE,Standardized Communication-Based Diverse Structure Model Predictive Controller With Demand Response for Frequency Regulation in Microgrids,IEEE Transactions on Industry Applications,10.1109/TIA.2023.3332836,out,reject,,,optimization; model predictive,power system; electric power system; microgrid,emulate,,,,,,,,
Mahmudul Hasan2024,2024,CONFERENCE,Optimal Fractional Order Control of Virtual Inertia Emulator for a Microgrid with High Renewable Energy Penetration,"7th International Conference on Development in Renewable Energy Technology, ICDRET 2024",10.1109/ICDRET60388.2024.10504017,out,reject,,,optimization,microgrid; renewable energy,,,,,,,,,
Korkmaz20231400,2023,CONFERENCE,Safe Optimization of an Industrial Refrigeration Process Using an Adaptive and Explorative Framework,IFAC-PapersOnLine,10.1016/j.ifacol.2023.10.1811,A,accept,gaussian process,machine learning,optimization,power system; electric power system,,,diamond,,4,16,Advanced Bandit Algorithms Research,0,low
Ünal2023,2023,CONFERENCE,Load Estimation of Different Types of Domestic Users Using Machine Learning Methods and Optimal Battery Sizing,"14th International Conference on Electrical and Electronics Engineering, ELECO 2023 - Proceedings",10.1109/ELECO60389.2023.10415994,out,reject,,machine learning; random forest; xgboost; lstm,optimization; milp,power system; renewable energy,,,,,,,,,
