cite_key,original_cite_key,identity_type,identity_value,year,title,venue,doi,sources
guo_optimal_2022,guo_optimal_2022,doi,10.19783/j.cnki.pspc.221155,2022,Optimal design of a communication network for a distributed consensus algorithm,Dianli Xitong Baohu yu Kongzhi,10.19783/j.cnki.pspc.221155,moo_mes_focus
guo_multi-objective_2022-2,guo_multi-objective_2022-2,doi,10.3389/fenrg.2022.1032993,2022,Multi-objective optimization model of micro-grid access to 5G base station under the background of China’s carbon peak shaving and carbon neutrality targets,Front. Energy Res.,10.3389/fenrg.2022.1032993,moo_mes_focus
guo_power_2021,guo_power_2021,doi,10.13336/j.1003-6520.hve.20210373,2021,Power Transaction Method of Microgrid Group Based on Blockchain,Gaodianya Jishu,10.13336/j.1003-6520.hve.20210373,moo_mes_focus
guo_development_2024,guo_development_2024,doi,10.1016/j.csite.2024.105228,2024,"Development of a geothermal-driven multi-output scheme for electricity, cooling, and hydrogen production: Techno-economic assessment and genetic algorithm-based optimization",Case Stud. Therm. Eng.,10.1016/j.csite.2024.105228,moo_mes_focus
guo_energy_2024,guo_energy_2024,doi,10.1016/j.oceaneng.2024.118638,2024,Energy management system for hybrid ship: Status and perspectives,Ocean Eng.,10.1016/j.oceaneng.2024.118638,moo_mes_focus
guo_capacity_2024,guo_capacity_2024,doi,10.1016/j.est.2024.111143,2024,The capacity optimization and techno-economic analysis of stand-alone hybrid renewable energy systems based on a two-stage nested optimization approach,J. Energy Storage,10.1016/j.est.2024.111143,moo_mes_focus
guo_multi-objective_2024,guo_multi-objective_2024,doi,10.1016/j.enconman.2023.117864,2024,Multi-objective optimization of multi-energy complementary system based on cascade utilization of heat storage,Energy Convers. Manage.,10.1016/j.enconman.2023.117864,moo_mes_focus
gupta_novel_2024,gupta_novel_2024,doi,10.23919/pcmp.2023.000425,2024,A Novel Multi-Objective Protection Coordination Scheme for a Microgrid with Optimal Deployment of Dual-Setting {ROCOV} Based Relays,Prot. Cont. Mod. Power Sys.,10.23919/pcmp.2023.000425,moo_mes_focus
gusain_optimal_2024,gusain_optimal_2024,doi,10.1109/icpeices62430.2024.10719369,2024,Optimal Configuration of Off-Grid Hybrid Renewable Energy System: A Multi-Criteria Analysis,Institute of Electrical and Electronics Engineers Inc,10.1109/icpeices62430.2024.10719369,moo_mes_focus
guven_multi-objective_2023,guven_multi-objective_2023,doi,10.1109/access.2023.3296589,2023,Multi-Objective Optimization of an Islanded Green Energy System Utilizing Sophisticated Hybrid Metaheuristic Approach,{IEEE} Access,10.1109/access.2023.3296589,moo_mes_focus
guven_multi-objective_2024,guven_multi-objective_2024,doi,10.1007/s00521-024-09585-2,2024,Multi-objective optimization and sustainable design: a performance comparison of metaheuristic algorithms used for on-grid and off-grid hybrid energy systems,Neural Comput. Appl.,10.1007/s00521-024-09585-2,moo_mes_focus
guzman-henao_multi-objective_2024,guzman-henao_multi-objective_2024,doi,10.1016/j.rineng.2024.103059,2024,A multi-objective master–slave methodology for optimally integrating and operating photovoltaic generators in urban and rural electrical networks,Result. Eng.,10.1016/j.rineng.2024.103059,moo_mes_focus
habib_optimal_2022,habib_optimal_2022,doi,10.1109/access.2022.3219070,2022,Optimal Planning of Residential Microgrids Based on Multiple Demand Response Programs Using {ABC} Algorithm,{IEEE} Access,10.1109/access.2022.3219070,moo_mes_focus
habibzadeh_sustainability_2025,habibzadeh_sustainability_2025,doi,10.1016/j.enconman.2024.119357,2025,Sustainability assessment of a petrochemical plant electricity supply based on 4E optimization of various hybrid renewable energy systems scenarios,Energy Convers. Manage.,10.1016/j.enconman.2024.119357,moo_mes_focus
hadavi_hybrid_2023,hadavi_hybrid_2023,doi,10.1016/j.jclepro.2023.137156,2023,Hybrid multi-objective optimization and thermo-economic analysis of a multi-effect desalination unit integrated with a fuel cell-based trigeneration system,J. Clean. Prod.,10.1016/j.jclepro.2023.137156,moo_mes_focus
haddadian_optimal_2017,haddadian_optimal_2017,doi,10.1016/j.renene.2016.12.018,2017,Optimal operation of active distribution systems based on microgrid structure,Renew. Energy,10.1016/j.renene.2016.12.018,moo_mes_focus
haddadian_multi-microgrid-based_2019,haddadian_multi-microgrid-based_2019,doi,10.1109/tste.2018.2873206,2019,Multi-Microgrid-Based Operation of Active Distribution Networks Considering Demand Response Programs,{IEEE} Trans. Sustainable Energy,10.1109/tste.2018.2873206,moo_mes_focus
hai_comparison_2024,hai_comparison_2024,doi,10.1016/j.ijhydene.2023.02.016,2024,Comparison analysis of hydrogen addition into both anode and afterburner of fuel cell incorporated with hybrid renewable energy driven {SOFC}: An application of techno-environmental horizon and multi-objective optimization,Int J Hydrogen Energy,10.1016/j.ijhydene.2023.02.016,moo_mes_focus
haidar_sustainable_2020,haidar_sustainable_2020,doi,10.1016/j.scs.2020.102391,2020,Sustainable energy planning for cost minimization of autonomous hybrid microgrid using combined multi-objective optimization algorithm,Sustainable Cities Soc.,10.1016/j.scs.2020.102391,moo_mes_focus
hajiakbari_fini_determining_2018,hajiakbari_fini_determining_2018,doi,10.1016/j.epsr.2017.08.007,2018,Determining optimal virtual inertia and frequency control parameters to preserve the frequency stability in islanded microgrids with high penetration of renewables,Electr Power Syst Res,10.1016/j.epsr.2017.08.007,moo_mes_focus
hajiamoosha_stochastic_2021,hajiamoosha_stochastic_2021,doi,10.1016/j.ijepes.2021.106791,2021,Stochastic energy management in a renewable energy-based microgrid considering demand response program,Int J Electr Power Energy Syst,10.1016/j.ijepes.2021.106791,moo_mes_focus
hajizadeh_optimal_2022,hajizadeh_optimal_2022,doi,10.1080/15325008.2022.2135642,2022,Optimal Eco-Emission Scheduling of Demand and Supply Side of Microgrids Using Multi-Objective Ant Lion Optimization and Fuzzy Decision-Making,Electr. Power Comp. Syst.,10.1080/15325008.2022.2135642,moo_mes_focus
hakimi_optimal_2019,hakimi_optimal_2019,doi,10.1049/iet-rpg.2018.6015,2019,Optimal sizing and siting of smart microgrid components under high renewables penetration considering demand response,{IET}. Renew. Power Gener.,10.1049/iet-rpg.2018.6015,moo_mes_focus
hamdi_multi-objective_2023,hamdi_multi-objective_2023,doi,10.1109/scc59637.2023.10527579,2023,Multi-Objective Optimization of a Hybrid System Feeding a Large Scale {SWRO} Desalination Plant,Institute of Electrical and Electronics Engineers Inc,10.1109/scc59637.2023.10527579,moo_mes_focus
hammerschmitt_multi-objective_2024,hammerschmitt_multi-objective_2024,doi,10.1016/j.seta.2024.103909,2024,Multi-objective optimization of thermal dispatch scheduling considering different complementary load levels,Sustainable Energy Technol. Assess.,10.1016/j.seta.2024.103909,moo_mes_focus
han_virtual_2022,han_virtual_2022,doi,10.1109/ceect55960.2022.10030661,2022,Virtual Power Plant Scheduling Model Considering Carbon Trading Mechanism and Uncertainty of Source and Load,Institute of Electrical and Electronics Engineers Inc,10.1109/ceect55960.2022.10030661,moo_mes_focus
han_optimization_2023,han_optimization_2023,doi,10.19912/j.0254-0096.tynxb.2022-0367,2023,{OPTIMIZATION} {OF} {SOLAR}-{GAS} {ENERGY} {SYSTEM} {CONSIDERING} {GRID} {RENEWABLE} {ENERGY} {POWER} {PENETRATION} {RATES},Taiyangneng Xuebao,10.19912/j.0254-0096.tynxb.2022-0367,moo_mes_focus
han_low-carbon_2024,han_low-carbon_2024,doi,10.3390/pr12040845,2024,Low-Carbon Optimal Configuration of Integrated Electricity and Natural Gas Energy System with Life-Cycle Carbon Emission,Process.,10.3390/pr12040845,moo_mes_focus
han_microgrid_2022,han_microgrid_2022,doi,10.1109/isaiee57420.2022.00028,2022,Microgrid Self-healing Control of Distributed Power Supply Combining Particle Swarm Optimization Algorithm,Institute of Electrical and Electronics Engineers Inc,10.1109/isaiee57420.2022.00028,moo_mes_focus
han_multi-objective_2021,han_multi-objective_2021,doi,10.1109/pesgm46819.2021.9637911,2021,Multi-objective Optimization Model for Load Management in Islanded Microgrids,{IEEE} Computer Society,10.1109/pesgm46819.2021.9637911,moo_mes_focus
han_multi-objective_2013,han_multi-objective_2013,doi,10.1016/j.cherd.2013.04.026,2013,"Multi-objective optimization design of hydrogen infrastructures simultaneously considering economic cost, safety and {CO}2 emission",Chem. Eng. Res. Des.,10.1016/j.cherd.2013.04.026,moo_mes_focus
han_multi-objective_2021-1,han_multi-objective_2021-1,doi,10.1109/ispec53008.2021.9735894,2021,Multi-Objective Optimal Dispatch of Smart Grid by Estimating Available Capacity of {EV} Aggregators,Institute of Electrical and Electronics Engineers Inc,10.1109/ispec53008.2021.9735894,moo_mes_focus
han_enhanced_2024,han_enhanced_2024,doi,10.1155/2024/4541163,2024,Enhanced Multiobjective Optimization Algorithm for Intelligent Grid Management of Renewable Energy Sources,Int J Intell Syst,10.1155/2024/4541163,moo_mes_focus
han_optimal_2022,han_optimal_2022,doi,10.1016/j.est.2022.106002,2022,An optimal control method of microgrid system with household load considering battery service life,J. Energy Storage,10.1016/j.est.2022.106002,moo_mes_focus
han_optimization_2020,han_optimization_2020,doi,10.1002/er.5534,2020,An optimization scheduling method of electric vehicle virtual energy storage to track planned output based on multiobjective optimization,Int J Energy Res,10.1002/er.5534,moo_mes_focus
han_multi-objective_2018,han_multi-objective_2018,doi,10.7667/pspc180023,2018,Multi-objective optimal dispatching of active distribution networks considering energy storage systems and air-conditioning loads,Dianli Xitong Baohu yu Kongzhi,10.7667/pspc180023,moo_mes_focus
han_optimal_2024,han_optimal_2024,doi,10.16383/j.aas.c211146,2024,Optimal Scheduling for Regional Integrated Energy System Operation Based on the {AMOWOA},Zidonghua Xuebao Acta Auto. Sin.,10.16383/j.aas.c211146,moo_mes_focus
han_new_2025,han_new_2025,doi,10.1016/j.enconman.2025.119532,2025,"A new multi-objective optimization model for an integrated energy system based on life-cycle composite technical, economic and environmental indices",Energy Convers. Manage.,10.1016/j.enconman.2025.119532,moo_mes_focus
han_multi-objective_2024,han_multi-objective_2024,doi,10.19912/j.0254-0096.tynxb.2023-1168,2024,{MULTI}-{OBJECTIVE} {OPTIMIZATION} {AND} {IMPROVED} {SUBJECTIVE}-{OBJECTIVE} {EVALUATION} {FOR} {REGIONAL} {INTEGRATED} {ENERGY} {SYSTEMS},Taiyangneng Xuebao,10.19912/j.0254-0096.tynxb.2023-1168,moo_mes_focus
hao_multi-objective_2019,hao_multi-objective_2019,doi,10.1109/cieec47146.2019.cieec-2019330,2019,A Multi-Objective Optimization Planning of Park-level Integrated Energy System Based on Two-tier Planning Model,Institute of Electrical and Electronics Engineers Inc,10.1109/cieec47146.2019.cieec-2019330,moo_mes_focus
hao_optimization_2024,hao_optimization_2024,doi,10.19818/j.cnki.1671-1637.2024.04.006,2024,Optimization on scheduling decision-making for wind/solar/hydrogen storage highway microgrid based on improved Pareto algorithm,Jiaotong Yunshu Gongcheng Xuebao,10.19818/j.cnki.1671-1637.2024.04.006,moo_mes_focus
hao_hierarchical_2014,hao_hierarchical_2014,doi,10.3969/j.issn.1006-6047.2014.01.026,2014,Hierarchical and distributed optimization of energy management for microgrid,Dianli Zidonghua Shebei Electr. Power Autom. Equip.,10.3969/j.issn.1006-6047.2014.01.026,moo_mes_focus
harsh_multi-objective_2024,harsh_multi-objective_2024,doi,10.1016/j.compeleceng.2024.109275,2024,A multi-objective energy scheduling of the reconfigurable off-grid microgrid with electric vehicles using demand response program,Comput Electr Eng,10.1016/j.compeleceng.2024.109275,moo_mes_focus
hashemipour_comparing_2022,hashemipour_comparing_2022,doi,10.1109/eem54602.2022.9921146,2022,Comparing Optimization Strategies in Local Electricity Markets,{IEEE} Computer Society,10.1109/eem54602.2022.9921146,moo_mes_focus
hassan_hybrid_2016,hassan_hybrid_2016,doi,10.1002/etep.2223,2016,Hybrid genetic multi objective/fuzzy algorithm for optimal sizing and allocation of renewable {DG} systems,Int. Trans. Elecr. Energy Sys.,10.1002/etep.2223,moo_mes_focus
hassan_mwoa_2020,hassan_mwoa_2020,doi,10.1049/icp.2023.0617,2020,{MWOA} {FOR} {OPTIMAL} {INTEGRATION} {OF} {HYBRID} {RENEWABLE} {RESOURCES} {INTO} {THE} {DISTRIBUTION} {SYSTEMS} {FOR} {TECHNO}-{ECONOMIC} {BENEFITS},Institution of Engineering and Technology,10.1049/icp.2023.0617,moo_mes_focus
hassan_improving_2022,hassan_improving_2022,doi,10.1007/s40866-022-00128-z,2022,Improving the Techno-Economic Pattern for Distributed Generation-Based Distribution Networks via Nature-Inspired Optimization Algorithms,Technol. Econ. Smart Grids Sustain. Energy,10.1007/s40866-022-00128-z,moo_mes_focus
hayajneh_design_2021,hayajneh_design_2021,doi,10.1371/journal.pone.0260547,2021,Design of combined stationary and mobile battery energy storage systems,{PLoS} {ONE},10.1371/journal.pone.0260547,moo_mes_focus
he_four_2023,he_four_2023,doi,10.1016/j.jobe.2023.107508,2023,Four objective techno-economic generation expansion planning integrated with renewable sources using a novel power flow solution,J. Build. Eng.,10.1016/j.jobe.2023.107508,moo_mes_focus
he_cooperative_2016,he_cooperative_2016,doi,10.1109/ciced56215.2022.9929139,2016,Cooperative optimal control of microgrid group with distributed generation,{IEEE} Computer Society,10.1109/ciced56215.2022.9929139,moo_mes_focus
he_optimal_2023,he_optimal_2023,doi,10.32604/ee.2023.029007,2023,Optimal Location and Sizing of Distributed Generator via Improved Multi-Objective Particle Swarm Optimization in Active Distribution Network Considering Multi-Resource,Energy Eng,10.32604/ee.2023.029007,moo_mes_focus
he_optimization_2017,he_optimization_2017,doi,10.1109/ei2.2017.8245315,2017,An optimization method of multiple energy flows for {CCHP} based on fuzzy theory and {PSO},Institute of Electrical and Electronics Engineers Inc,10.1109/ei2.2017.8245315,moo_mes_focus
he_optimization_2021,he_optimization_2021,doi,10.1155/2021/5162307,2021,Optimization of Multiobjective Configuration of Multienergy Microgrid Based on {HMM} and Typical Scenarios: A Case Study of Smart Park,Math. Probl. Eng.,10.1155/2021/5162307,moo_mes_focus
he_optimal_2019,he_optimal_2019,doi,10.3390/en12040604,2019,Optimal economic and emission dispatch of a microgrid with a combined heat and power system,Energies,10.3390/en12040604,moo_mes_focus
he_comprehensive_2025,he_comprehensive_2025,doi,10.1016/j.jenvman.2025.124957,2025,"A comprehensive thermo-enviro-economic assessments of a novel geothermal-based multigeneration process: Integrating power generation, hydrogen production, {CO}2 capture, and absorption cooling",J. Environ. Manage.,10.1016/j.jenvman.2025.124957,moo_mes_focus
he_multi-objective_2020,he_multi-objective_2020,doi,10.1109/scems48876.2020.9352262,2020,Multi-objective Coordinated Operation for Multi-Energy Hub Considering Heat Network Model,Institute of Electrical and Electronics Engineers Inc,10.1109/scems48876.2020.9352262,moo_mes_focus
he_thermodynamic_2023,he_thermodynamic_2023,doi,10.1016/j.enconman.2022.116618,2023,Thermodynamic analysis and optimization of a compressed carbon dioxide energy storage system coupled with a combined heating and power unit,Energy Convers. Manage.,10.1016/j.enconman.2022.116618,moo_mes_focus
